home_tract,work_tract,flow_jobs
31055001800,31119960700,1
31055001800,31119960802,1
31055001800,31119961000,1
31055001800,31119961100,3
31055001800,31127968200,1
31055001800,31131966900,1
31055001800,31131967000,1
31055001800,31139979100,1
31055001800,31141965302,1
31055001800,31141965400,1
31055001800,31141965500,1
31055001800,31151960601,1
31055001800,31153010105,12
31055001800,31153010106,7
31055001800,31153010107,1
31055001800,31153010108,6
31055001800,31153010203,6
31055001800,31153010204,5
31055001800,31153010206,2
31055001800,31153010209,1
31055001800,31153010302,2
31055001800,31153010401,7
31055001800,31153010402,1
31055001800,31153010502,1
31055001800,31153010614,1
31055001800,31153010615,1
31055001800,31153010616,2
31055001800,31153010617,19
31055001800,31153010619,1
31055001800,31153010620,8
31055001800,31153010621,3
31055001800,31153010623,4
31055001800,31153010625,2
31055001800,31153010626,2
31055001800,31153010627,2
31055001800,31153010629,53
31055001800,31153010630,1
31055001800,31153010631,2
31055001800,31153010632,6
31055001800,31153010633,12
31055001800,31153010634,1
31055001800,31153010635,3
31055001800,31153010636,1
31055001800,31153010637,1
31055001800,31153010638,1
31055001800,31153010701,7
31055001800,31153010702,3
31055001800,31159960300,1
31055001800,31173940200,2
31055001800,31177050101,1
31055001800,31177050102,4
31055001800,31177050201,1
31055001800,31177050202,1
31055001800,31179978700,1
31055001900,31001966100,1
31055001900,31019969202,1
31055001900,31019969500,1
31055001900,31019969700,1
31055001900,31025965600,2
31055001900,31043010300,1
31055001900,31043010400,1
31055001900,31053963800,1
31055001900,31053963900,1
31055001900,31053964000,1
31055001900,31053964400,1
31055001900,31055000200,3
31055001900,31055000400,2
31055001900,31055000500,17
31055001900,31055000600,1
31055001900,31055001100,3
31055001900,31055001200,9
31055001900,31055001600,34
31055001900,31055001800,67
31055001900,31055001900,15
31055001900,31055002000,3
31055001900,31055002100,2
31055001900,31055002300,2
31055001900,31055002400,1
31055001900,31055002500,2
31055001900,31055002700,1
31055001900,31055002900,1
31055001900,31055003100,25
31055001900,31055003200,4
31055001900,31055003300,11
31055001900,31055003401,1
31055001900,31055003500,1
31055001900,31055003600,1
31055001900,31055003800,2
31055001900,31055003900,1
31055001900,31055004000,17
31055001900,31055004200,6
31055001900,31055004300,6
31055001900,31055004400,26
31055001900,31055004500,1
31055001900,31055004600,3
31055001900,31055004700,9
31055001900,31055004800,2
31055001900,31055004900,1
31055001900,31055005000,1
31055001900,31055005100,8
31055001900,31055005600,6
31055001900,31055005800,1
31055001900,31055006101,1
31055001900,31055006102,1
31055001900,31055006202,3
31055001900,31055006301,2
31055001900,31055006302,5
31055001900,31055006400,5
31055001900,31055006504,5
31055001900,31055006505,5
31055001900,31055006506,1
31055001900,31055006603,2
31055001900,31055006605,1
31055001900,31055006606,2
31055001900,31055006701,37
31055001900,31055006703,10
31055001900,31055006704,6
31055001900,31055006803,7
31055001900,31055006805,4
31055001900,31055006806,8
31055001900,31055006904,2
31055001900,31055006905,3
31055001900,31055006906,1
31055001900,31055007001,8
31055001900,31055007003,17
31055001900,31055007101,2
31055001900,31055007102,1
31055001900,31055007304,1
31055001900,31055007310,2
31055001900,31055007311,6
31055001900,31055007312,6
31055001900,31055007315,2
31055001900,31055007319,1
31055001900,31055007320,4
31055001900,31055007406,2
31055001900,31055007407,2
31055001900,31055007408,4
31055001900,31055007409,35
31055001900,31055007424,1
31055001900,31055007429,1
31055001900,31055007431,2
31055001900,31055007432,1
31055001900,31055007433,2
31055001900,31055007434,3
31055001900,31055007436,4
31055001900,31055007439,7
31055001900,31055007440,2
31055001900,31055007442,1
31055001900,31055007443,3
31055001900,31055007444,7
31055001900,31055007445,13
31055001900,31055007448,1
31055001900,31055007449,3
31055001900,31055007451,1
31055001900,31055007454,1
31055001900,31055007455,2
31055001900,31055007457,4
31055001900,31055007459,2
31055001900,31055007460,1
31055001900,31055007464,6
31055001900,31055007465,1
31055001900,31055007467,2
31055001900,31055007469,1
31055001900,31055007471,1
31055001900,31055007472,4
31055001900,31055007473,7
31055001900,31055007474,9
31055001900,31055007504,1
31055001900,31055007506,1
31055001900,31055007514,3
31055001900,31055007515,3
31055001900,31055007518,2
31055001900,31055007519,4
31055001900,31055007524,5
31055001900,31079000500,1
31055001900,31079000800,1
31055001900,31089974300,1
31055001900,31109000500,2
31055001900,31109000700,1
31055001900,31109000900,2
31055001900,31109001002,1
31055001900,31109001301,1
31055001900,31109001400,1
31055001900,31109001500,2
31055001900,31109001900,3
31055001900,31109002200,1
31055001900,31109002300,2
31055001900,31109003003,2
31055001900,31109003005,1
31055001900,31109003102,1
31055001900,31109003301,1
31055001900,31109003302,1
31055001900,31109003607,1
31055001900,31109003716,1
31055001900,31109003718,1
31055001900,31109003719,3
31055001900,31109010402,1
31055001900,31111960300,1
31055001900,31119961000,1
31055001900,31121966600,1
31055001900,31131966700,1
31055001900,31137967000,1
31055001900,31141965500,1
31055001900,31147968600,1
31055001900,31153010103,1
31055001900,31153010105,5
31055001900,31153010106,2
31055001900,31153010108,5
31055001900,31153010204,2
31055001900,31153010209,1
31055001900,31153010401,1
31055001900,31153010505,1
31055001900,31153010616,1
31055001900,31153010617,2
31055001900,31153010619,3
31055001900,31153010620,4
31055001900,31153010623,1
31055001900,31153010629,11
31055001900,31153010631,1
31055001900,31153010632,4
31055001900,31153010633,3
31055001900,31153010634,1
31055001900,31153010635,2
31055001900,31153010637,1
31055001900,31153010638,2
31055001900,31153010701,2
31055001900,31155968300,1
31055001900,31155968400,2
31055001900,31177050102,1
31055001900,31185969800,1
31055002000,31001965400,1
31055002000,31019969204,1
31055002000,31025966000,3
31055002000,31025966100,2
31055002000,31037964700,1
31055002000,31037964800,1
31055002000,31043010102,1
31055002000,31043010300,1
31055002000,31047968600,1
31055002000,31053963800,3
31055002000,31053964000,1
31055002000,31053964100,1
31055002000,31053964300,1
31055002000,31053964400,3
31055002000,31055000200,1
31055002000,31055000400,14
31055002000,31055000500,31
31055002000,31055001100,2
31055002000,31055001200,3
31055002000,31055001600,19
31055002000,31055001800,54
31055002000,31055001900,3
31055002000,31055002000,40
31055002000,31055002100,3
31055002000,31055002300,2
31055002000,31055002400,5
31055002000,31055002500,3
31055002000,31055002600,2
31055002000,31055002700,4
31055002000,31055002900,16
31055002000,31055003100,91
31055002000,31055003200,4
31055002000,31055003300,10
31055002000,31055003401,2
31055002000,31055003402,1
31055002000,31055003500,3
31055002000,31055003600,3
31055002000,31055003700,1
31055002000,31055003800,6
31055002000,31055004000,21
31055002000,31055004200,8
31055002000,31055004300,12
31055002000,31055004400,12
31055002000,31055004600,3
31055002000,31055004700,1
31055002000,31055004900,7
31055002000,31055005000,2
31055002000,31055005100,21
31055002000,31055005200,1
31055002000,31055005300,1
31055002000,31055005600,4
31055002000,31055005700,4
31055002000,31055005901,1
31055002000,31055005902,1
31055002000,31055006000,4
31055002000,31055006202,1
31055002000,31055006302,5
31055002000,31055006303,1
31055002000,31055006400,1
31055002000,31055006503,1
31055002000,31055006504,3
31055002000,31055006505,3
31055002000,31055006506,4
31055002000,31055006603,1
31055002000,31055006604,2
31055002000,31055006606,2
31055002000,31055006701,16
31055002000,31055006703,6
31055002000,31055006704,15
31055002000,31055006803,17
31055002000,31055006806,11
31055002000,31055006903,2
31055002000,31055006904,2
31055002000,31055006905,6
31055002000,31055006906,1
31055002000,31055007001,22
31055002000,31055007002,2
31055002000,31055007003,35
31055002000,31055007101,6
31055002000,31055007102,7
31055002000,31055007303,3
31055002000,31055007304,2
31055002000,31055007310,2
31055002000,31055007311,1
31055002000,31055007312,8
31055002000,31055007315,5
31055002000,31055007318,5
31055002000,31055007406,4
31055002000,31055007407,2
31055002000,31055007408,4
31055002000,31055007409,109
31055002000,31055007429,1
31055002000,31055007431,3
31055002000,31055007432,1
31055002000,31055007433,3
31055002000,31055007436,4
31055002000,31055007438,1
31055002000,31055007439,5
31055002000,31055007440,4
31055002000,31055007441,3
31055002000,31055007442,1
31055002000,31055007443,4
31055002000,31055007444,1
31055002000,31055007445,7
31055002000,31055007446,1
31055002000,31055007447,2
31055002000,31055007448,2
31055002000,31055007449,4
31055002000,31055007450,1
31055002000,31055007451,6
31055002000,31055007452,2
31055002000,31055007454,4
31055002000,31055007456,4
31055002000,31055007457,23
31055002000,31055007458,1
31055002000,31055007459,8
31055002000,31055007461,1
31055002000,31055007463,3
31055002000,31055007464,19
31055002000,31055007465,2
31055002000,31055007466,2
31055002000,31055007467,14
31055002000,31055007468,3
31055002000,31055007469,1
31055002000,31055007471,1
31055002000,31055007473,2
31055002000,31055007474,6
31055002000,31055007504,9
31055002000,31055007506,1
31055002000,31055007509,1
31055002000,31055007514,2
31055002000,31055007515,4
31055002000,31055007516,2
31055002000,31055007517,1
31055002000,31055007518,5
31055002000,31055007519,6
31055002000,31055007520,1
31055002000,31055007524,10
31055002000,31067964800,1
31055002000,31067964900,2
31055002000,31079000500,1
31055002000,31079000800,2
31055002000,31079001000,3
31055002000,31095963600,1
31055002000,31097967600,1
31055002000,31109000100,1
31055002000,31109000202,1
31055002000,31109000500,5
31055002000,31109000900,1
31055002000,31109001301,1
31055002000,31109001500,2
31055002000,31109001600,1
31055002000,31109001800,1
31055002000,31109001900,6
31055002000,31109002002,1
31055002000,31109002100,1
31055002000,31109002200,2
31055002000,31109002702,2
31055002000,31109002900,8
31055002000,31109003003,3
31055002000,31109003102,3
31055002000,31109003609,1
31055002000,31109003708,2
31055002000,31109003714,5
31055002000,31109003718,1
31055002000,31109003719,2
31055002000,31111959900,1
31055002000,31119961100,1
31055002000,31131966600,1
31055002000,31131967000,1
31055002000,31141965700,2
31055002000,31151960601,1
31055002000,31153010104,3
31055002000,31153010106,4
31055002000,31153010107,5
31055002000,31153010108,5
31055002000,31153010203,4
31055002000,31153010204,3
31055002000,31153010208,11
31055002000,31153010302,2
31055002000,31153010401,7
31055002000,31153010503,3
31055002000,31153010614,1
31055002000,31153010616,4
31055002000,31153010617,3
31055002000,31153010620,3
31055002000,31153010622,4
31055002000,31153010623,2
31055002000,31153010624,4
31055002000,31153010625,1
31055002000,31153010629,24
31055002000,31153010630,2
31055002000,31153010632,1
31055002000,31153010633,16
31055002000,31153010634,1
31055002000,31153010635,9
31055002000,31153010637,5
31055002000,31153010638,1
31055002000,31153010701,4
31055002000,31155968100,1
31055002000,31159960200,1
31055002000,31173940100,1
31055002000,31177050102,1
31055002000,31177050202,2
31055002000,31179978700,1
31055002000,31185969800,1
31055002100,31001965500,1
31055002100,31019969204,1
31055002100,31023967700,1
31055002100,31037964700,1
31055002100,31043010300,1
31055002100,31053963800,1
31055002100,31053963900,1
31055002100,31053964000,2
31055002100,31053964100,1
31055002100,31053964400,2
31055002100,31055000200,3
31055002100,31055000400,8
31055002100,31055000500,21
31055002100,31055001100,1
31055002100,31055001200,3
31055002100,31055001600,14
31055002100,31055001800,72
31055002100,31055001900,1
31055002100,31055002000,12
31055002100,31055002100,17
31055002100,31055002200,12
31055002100,31055002300,8
31055002100,31055002400,6
31055002100,31055002500,2
31055002100,31055002600,3
31055002100,31055002700,2
31055002100,31055002900,13
31055002100,31055003100,54
31055002100,31055003200,4
31055002100,31055003300,9
31055002100,31055003402,3
31055002100,31055003500,3
31055002100,31055003600,1
31055002100,31055003800,4
31055002100,31055003900,2
31055002100,31055004000,14
31055002100,31055004200,6
31055002100,31055004300,1
31055002100,31055004400,12
31055002100,31055004500,1
31055002100,31055004700,1
31055002100,31055004800,2
31055002100,31055004900,9
31055002100,31055005000,4
31055002100,31055005100,15
31055002100,31055005600,2
31055002100,31055005800,1
31055002100,31055006102,1
31055002100,31055006202,2
31055002100,31055006302,2
31055002100,31055006303,1
31055002100,31055006400,4
31055002100,31055006503,2
31055002100,31055006504,2
31055002100,31055006505,1
31055002100,31055006604,4
31055002100,31055006605,1
31055002100,31055006701,27
31055002100,31055006703,10
31055002100,31055006704,3
31055002100,31055006803,3
31055002100,31055006806,9
31055002100,31055006904,1
31055002100,31055006905,4
31055002100,31055006906,5
31055002100,31055007001,20
31055002100,31055007003,33
31055002100,31055007101,5
31055002100,31055007102,5
31055002100,31055007303,3
31055002100,31055007304,4
31055002100,31055007309,1
31055002100,31055007311,2
31055002100,31055007312,4
31055002100,31055007318,1
31055002100,31055007319,1
31055002100,31055007320,2
31055002100,31055007406,4
31055002100,31055007407,5
31055002100,31055007408,5
31055002100,31055007409,67
31055002100,31055007424,2
31055002100,31055007429,1
31055002100,31055007431,1
31055002100,31055007436,4
31055002100,31055007439,2
31055002100,31055007440,1
31055002100,31055007442,3
31055002100,31055007444,6
31055002100,31055007445,12
31055002100,31055007448,2
31055002100,31055007449,1
31055002100,31055007450,2
31055002100,31055007451,6
31055002100,31055007452,1
31055002100,31055007455,1
31055002100,31055007456,3
31055002100,31055007457,17
31055002100,31055007458,1
31055002100,31055007459,8
31055002100,31055007461,1
31055002100,31055007462,2
31055002100,31055007463,1
31055002100,31055007464,9
31055002100,31055007465,3
31055002100,31055007466,1
31055002100,31055007467,5
31055002100,31055007472,6
31055002100,31055007473,5
31055002100,31055007474,6
31055002100,31055007504,3
31055002100,31055007506,2
31055002100,31055007508,1
31055002100,31055007509,4
31055002100,31055007514,6
31055002100,31055007515,1
31055002100,31055007517,1
31055002100,31055007518,3
31055002100,31055007519,1
31055002100,31055007520,3
31055002100,31055007523,1
31055002100,31055007524,7
31055002100,31079000500,1
31055002100,31079000600,1
31055002100,31079000700,1
31055002100,31079001000,2
31055002100,31097967600,1
31055002100,31109000100,1
31055002100,31109000202,1
31055002100,31109000700,1
31055002100,31109000900,1
31055002100,31109001003,1
31055002100,31109001200,1
31055002100,31109001301,1
31055002100,31109001400,1
31055002100,31109001500,3
31055002100,31109001600,1
31055002100,31109001900,4
31055002100,31109002900,1
31055002100,31109003003,2
31055002100,31109003005,1
31055002100,31109003102,1
31055002100,31109003104,1
31055002100,31109003302,1
31055002100,31109003604,1
31055002100,31109003609,1
31055002100,31109003704,1
31055002100,31109003714,1
31055002100,31109003716,1
31055002100,31119960700,1
31055002100,31119961100,1
31055002100,31131966600,1
31055002100,31141965400,1
31055002100,31141965600,1
31055002100,31141965700,1
31055002100,31153010104,3
31055002100,31153010105,4
31055002100,31153010106,1
31055002100,31153010107,2
31055002100,31153010108,5
31055002100,31153010203,2
31055002100,31153010204,6
31055002100,31153010206,1
31055002100,31153010302,1
31055002100,31153010401,5
31055002100,31153010402,2
31055002100,31153010505,3
31055002100,31153010614,1
31055002100,31153010616,1
31055002100,31153010617,2
31055002100,31153010619,4
31055002100,31153010620,7
31055002100,31153010622,1
31055002100,31153010623,1
31055002100,31153010625,3
31055002100,31153010627,3
31055002100,31153010629,18
31055002100,31153010631,1
31055002100,31153010632,5
31055002100,31153010633,8
31055002100,31153010635,5
31055002100,31153010636,1
31055002100,31153010637,3
31055002100,31153010701,5
31055002100,31153010702,1
31055002100,31173940200,1
31055002100,31177050102,1
31055002100,31177050202,3
31055002100,31179978700,1
31055002200,31001965400,1
31055002200,31019969100,2
31055002200,31019969204,1
31055002200,31025965700,2
31055002200,31047968400,1
31055002200,31055000200,3
31055002200,31055000400,4
31055002200,31055000500,22
31055002200,31055000700,1
31055002200,31055001200,4
31055002200,31055001600,15
31055002200,31055001800,90
31055002200,31055001900,6
31055002200,31055002000,8
31055002200,31055002100,4
31055002200,31055002200,12
31055002200,31055002300,4
31055002200,31055002500,5
31055002200,31055002700,1
31055002200,31055002800,1
31055002200,31055002900,3
31055002200,31055003100,14
31055002200,31055003401,2
31055002200,31055003402,3
31055002200,31055003500,2
31055002200,31055003600,4
31055002200,31055003800,2
31055002200,31055004000,10
31055002200,31055004200,9
31055002200,31055004300,4
31055002200,31055004400,27
31055002200,31055004700,5
31055002200,31055004800,5
31055002200,31055004900,2
31055002200,31055005000,1
31055002200,31055005100,16
31055002200,31055005500,1
31055002200,31055006000,2
31055002200,31055006202,1
31055002200,31055006301,1
31055002200,31055006400,4
31055002200,31055006504,2
31055002200,31055006505,2
31055002200,31055006603,2
31055002200,31055006605,7
31055002200,31055006606,1
31055002200,31055006701,20
31055002200,31055006703,2
31055002200,31055006704,10
31055002200,31055006803,7
31055002200,31055006805,5
31055002200,31055006806,6
31055002200,31055006903,2
31055002200,31055006905,3
31055002200,31055007001,22
31055002200,31055007003,6
31055002200,31055007101,3
31055002200,31055007304,4
31055002200,31055007310,1
31055002200,31055007311,2
31055002200,31055007312,1
31055002200,31055007406,3
31055002200,31055007407,5
31055002200,31055007409,23
31055002200,31055007432,2
31055002200,31055007433,1
31055002200,31055007435,1
31055002200,31055007436,1
31055002200,31055007439,4
31055002200,31055007442,1
31055002200,31055007443,2
31055002200,31055007444,8
31055002200,31055007445,6
31055002200,31055007448,8
31055002200,31055007449,5
31055002200,31055007451,9
31055002200,31055007454,2
31055002200,31055007456,1
31055002200,31055007457,6
31055002200,31055007459,8
31055002200,31055007463,4
31055002200,31055007464,2
31055002200,31055007467,2
31055002200,31055007468,1
31055002200,31055007471,2
31055002200,31055007472,3
31055002200,31055007473,4
31055002200,31055007474,1
31055002200,31055007504,3
31055002200,31055007505,2
31055002200,31055007508,1
31055002200,31055007515,1
31055002200,31055007519,3
31055002200,31055007520,2
31055002200,31055007524,2
31055002200,31079000700,1
31055002200,31079001000,1
31055002200,31107976400,1
31055002200,31109000800,1
31055002200,31109000900,1
31055002200,31109001002,1
31055002200,31109001900,1
31055002200,31109002900,2
31055002200,31109003005,1
31055002200,31109003302,1
31055002200,31109003402,1
31055002200,31109003607,1
31055002200,31109003608,1
31055002200,31109003609,1
31055002200,31109003714,1
31055002200,31109003722,1
31055002200,31109003724,1
31055002200,31109010204,1
31055002200,31119960700,1
31055002200,31119961100,1
31055002200,31131967000,1
31055002200,31153010103,1
31055002200,31153010105,5
31055002200,31153010106,1
31055002200,31153010107,1
31055002200,31153010108,1
31055002200,31153010204,2
31055002200,31153010208,2
31055002200,31153010302,1
31055002200,31153010401,2
31055002200,31153010504,1
31055002200,31153010505,1
31055002200,31153010616,1
31055002200,31153010617,1
31055002200,31153010619,10
31055002200,31153010620,4
31055002200,31153010621,1
31055002200,31153010622,1
31055002200,31153010627,1
31055002200,31153010629,15
31055002200,31153010632,2
31055002200,31153010633,6
31055002200,31153010635,1
31055002200,31153010637,3
31055002200,31153010638,1
31055002200,31153010701,3
31055002200,31177050202,1
31055002200,31177050300,1
31055002300,31019969203,1
31055002300,31019969204,2
31055002300,31025965600,1
31055002300,31025965700,1
31055002300,31025965800,1
31055002300,31025966100,2
31055002300,31037964700,3
31055002300,31043010300,1
31055002300,31047968500,1
31055002300,31051977800,1
31055002300,31053963800,2
31055002300,31053963900,1
31055002300,31055000200,2
31055002300,31055000400,10
31055002300,31055000500,16
31055002300,31055000600,1
31055002300,31055000800,1
31055002300,31055001100,2
31055002300,31055001200,5
31055002300,31055001600,15
31055002300,31055001800,58
31055002300,31055001900,2
31055002300,31055002000,7
31055002300,31055002100,5
31055002300,31055002200,6
31055002300,31055002300,28
31055002300,31055002400,4
31055002300,31055002500,5
31055002300,31055002600,1
31055002300,31055002700,1
31055002300,31055002900,5
31055002300,31055003100,21
31055002300,31055003200,4
31055002300,31055003300,4
31055002300,31055003401,1
31055002300,31055003402,3
31055002300,31055003500,4
31055002300,31055003600,7
31055002300,31055003700,1
31055002300,31055003800,9
31055002300,31055003900,1
31055002300,31055004000,5
31055002300,31055004200,6
31055002300,31055004300,3
31055002300,31055004400,10
31055002300,31055004500,2
31055002300,31055004600,1
31055002300,31055004800,3
31055002300,31055004900,9
31055002300,31055005000,4
31055002300,31055005100,25
31055002300,31055005300,1
31055002300,31055005600,3
31055002300,31055005700,3
31055002300,31055006102,2
31055002300,31055006202,3
31055002300,31055006302,1
31055002300,31055006400,3
31055002300,31055006504,3
31055002300,31055006505,2
31055002300,31055006605,2
31055002300,31055006606,3
31055002300,31055006701,26
31055002300,31055006703,8
31055002300,31055006704,4
31055002300,31055006803,2
31055002300,31055006805,2
31055002300,31055006806,9
31055002300,31055006904,2
31055002300,31055006905,3
31055002300,31055007001,20
31055002300,31055007003,6
31055002300,31055007101,2
31055002300,31055007102,2
31055002300,31055007303,2
31055002300,31055007304,1
31055002300,31055007312,5
31055002300,31055007314,1
31055002300,31055007315,3
31055002300,31055007317,1
31055002300,31055007320,8
31055002300,31055007406,1
31055002300,31055007407,3
31055002300,31055007408,4
31055002300,31055007409,73
31055002300,31055007424,3
31055002300,31055007429,5
31055002300,31055007431,3
31055002300,31055007432,2
31055002300,31055007433,1
31055002300,31055007434,1
31055002300,31055007436,3
31055002300,31055007439,7
31055002300,31055007440,1
31055002300,31055007441,2
31055002300,31055007442,1
31055002300,31055007443,2
31055002300,31055007444,1
31055002300,31055007445,9
31055002300,31055007446,2
31055002300,31055007448,4
31055002300,31055007449,5
31055002300,31055007451,4
31055002300,31055007454,4
31055002300,31055007456,1
31055002300,31055007457,9
31055002300,31055007458,1
31055002300,31055007459,10
31055002300,31055007460,1
31055002300,31055007462,1
31055002300,31055007463,3
31055002300,31055007464,4
31055002300,31055007465,2
31055002300,31055007466,4
31055002300,31055007467,4
31055002300,31055007469,1
31055002300,31055007470,2
31055002300,31055007472,2
31055002300,31055007473,2
31055002300,31055007474,1
31055002300,31055007504,2
31055002300,31055007505,1
31055002300,31055007506,2
31055002300,31055007508,1
31055002300,31055007509,1
31055002300,31055007514,2
31055002300,31055007516,1
31055002300,31055007517,1
31055002300,31055007519,3
31055002300,31055007520,2
31055002300,31055007521,1
31055002300,31055007523,1
31055002300,31055007524,2
31055002300,31079000100,1
31055002300,31079000700,2
31055002300,31079001000,4
31055002300,31097967600,1
31055002300,31107976300,1
31055002300,31109000500,1
31055002300,31109000700,1
31055002300,31109000900,4
31055002300,31109001002,1
31055002300,31109001200,1
31055002300,31109001301,1
31055002300,31109001500,2
31055002300,31109001600,1
31055002300,31109001900,4
31055002300,31109002002,1
31055002300,31109002200,1
31055002300,31109002702,1
31055002300,31109002900,5
31055002300,31109003003,1
31055002300,31109003005,1
31055002300,31109003102,1
31055002300,31109003605,1
31055002300,31109003607,2
31055002300,31109003609,1
31055002300,31109003708,3
31055002300,31109003713,1
31055002300,31109003716,1
31055002300,31109003723,2
31055002300,31109003727,1
31055002300,31109010202,1
31055002300,31109010203,1
31055002300,31109010204,1
31055002300,31119960801,1
31055002300,31119960900,1
31055002300,31119961100,2
31055002300,31131966600,1
31055002300,31131966900,1
31055002300,31141965500,1
31055002300,31141965600,1
31055002300,31141965700,1
31055002300,31153010104,2
31055002300,31153010106,1
31055002300,31153010107,3
31055002300,31153010203,2
31055002300,31153010204,2
31055002300,31153010208,1
31055002300,31153010302,2
31055002300,31153010503,2
31055002300,31153010505,2
31055002300,31153010614,1
31055002300,31153010616,3
31055002300,31153010617,2
31055002300,31153010620,3
31055002300,31153010621,1
31055002300,31153010622,5
31055002300,31153010624,1
31055002300,31153010627,1
31055002300,31153010629,34
31055002300,31153010631,2
31055002300,31153010632,1
31055002300,31153010633,4
31055002300,31153010635,1
31055002300,31153010637,1
31055002300,31153010701,5
31055002300,31155968300,2
31055002300,31155968400,1
31055002300,31155968500,1
31055002300,31177050102,1
31055002300,31177050201,1
31055002400,31001965700,1
31055002400,31001965800,1
31055002400,31013951200,1
31055002400,31019969100,1
31055002400,31019969204,2
31055002400,31019969400,1
31055002400,31019969700,1
31055002400,31025965600,1
31055002400,31025966100,2
31055002400,31027977200,1
31055002400,31029961900,1
31055002400,31031955800,1
31055002400,31033954800,1
31055002400,31033954900,2
31055002400,31037964700,2
31055002400,31041971700,1
31055002400,31043010300,3
31055002400,31047968300,1
31055002400,31053963800,2
31055002400,31053964000,1
31055002400,31053964100,1
31055002400,31053964200,1
31055002400,31053964400,2
31055002400,31055000200,1
31055002400,31055000400,6
31055002400,31055000500,26
31055002400,31055000600,1
31055002400,31055000700,1
31055002400,31055000800,1
31055002400,31055001100,2
31055002400,31055001200,9
31055002400,31055001600,28
31055002400,31055001800,45
31055002400,31055001900,1
31055002400,31055002000,21
31055002400,31055002100,9
31055002400,31055002200,2
31055002400,31055002300,11
31055002400,31055002400,20
31055002400,31055002500,10
31055002400,31055002600,7
31055002400,31055002700,2
31055002400,31055002900,6
31055002400,31055003100,92
31055002400,31055003200,5
31055002400,31055003300,11
31055002400,31055003402,2
31055002400,31055003500,4
31055002400,31055003600,2
31055002400,31055003700,2
31055002400,31055003800,16
31055002400,31055004000,28
31055002400,31055004200,9
31055002400,31055004300,8
31055002400,31055004400,22
31055002400,31055004600,2
31055002400,31055004700,4
31055002400,31055004800,2
31055002400,31055004900,3
31055002400,31055005000,3
31055002400,31055005100,22
31055002400,31055005200,2
31055002400,31055005300,1
31055002400,31055005400,1
31055002400,31055005500,2
31055002400,31055005600,5
31055002400,31055005800,2
31055002400,31055006000,1
31055002400,31055006102,5
31055002400,31055006202,6
31055002400,31055006302,5
31055002400,31055006400,9
31055002400,31055006504,10
31055002400,31055006505,6
31055002400,31055006603,1
31055002400,31055006604,4
31055002400,31055006605,3
31055002400,31055006606,5
31055002400,31055006701,38
31055002400,31055006703,12
31055002400,31055006704,7
31055002400,31055006803,8
31055002400,31055006805,7
31055002400,31055006806,13
31055002400,31055006905,3
31055002400,31055006906,2
31055002400,31055007001,23
31055002400,31055007002,2
31055002400,31055007003,33
31055002400,31055007101,5
31055002400,31055007102,3
31055002400,31055007303,1
31055002400,31055007304,5
31055002400,31055007310,1
31055002400,31055007311,3
31055002400,31055007312,11
31055002400,31055007317,2
31055002400,31055007319,8
31055002400,31055007320,2
31055002400,31055007407,1
31055002400,31055007408,4
31055002400,31055007409,107
31055002400,31055007429,5
31055002400,31055007431,1
31055002400,31055007432,7
31055002400,31055007433,2
31055002400,31055007434,1
31055002400,31055007439,7
31055002400,31055007440,3
31055002400,31055007441,1
31055002400,31055007442,3
31055002400,31055007443,5
31055002400,31055007444,15
31055002400,31055007445,13
31055002400,31055007447,3
31055002400,31055007448,5
31055002400,31055007449,7
31055002400,31055007451,9
31055002400,31055007454,4
31055002400,31055007457,13
31055002400,31055007458,1
31055002400,31055007459,9
31055002400,31055007461,2
31055002400,31055007462,4
31055002400,31055007463,1
31055002400,31055007464,15
31055002400,31055007466,6
31055002400,31055007467,18
31055002400,31055007468,1
31055002400,31055007469,1
31055002400,31055007470,1
31055002400,31055007471,3
31055002400,31055007473,4
31055002400,31055007474,8
31055002400,31055007504,7
31055002400,31055007508,3
31055002400,31055007509,2
31055002400,31055007515,4
31055002400,31055007516,1
31055002400,31055007517,1
31055002400,31055007518,3
31055002400,31055007519,7
31055002400,31055007520,1
31055002400,31055007521,2
31055002400,31055007524,12
31055002400,31079000400,3
31055002400,31079000600,1
31055002400,31079000700,1
31055002400,31079000800,1
31055002400,31079001000,3
31055002400,31095963800,1
31055002400,31109000500,2
31055002400,31109000900,2
31055002400,31109001301,2
31055002400,31109001400,1
31055002400,31109001500,1
31055002400,31109001600,1
31055002400,31109001900,7
31055002400,31109002001,1
31055002400,31109002002,1
31055002400,31109002500,1
31055002400,31109002701,1
31055002400,31109002800,1
31055002400,31109002900,2
31055002400,31109003002,1
31055002400,31109003003,2
31055002400,31109003102,2
31055002400,31109003301,3
31055002400,31109003302,5
31055002400,31109003607,1
31055002400,31109003608,1
31055002400,31109003704,1
31055002400,31109003708,1
31055002400,31109003714,1
31055002400,31109003716,1
31055002400,31109003722,1
31055002400,31109003724,1
31055002400,31109003727,1
31055002400,31109003728,1
31055002400,31109003802,1
31055002400,31109010100,1
31055002400,31109010203,1
31055002400,31111960300,2
31055002400,31111960500,1
31055002400,31119960600,1
31055002400,31119961300,1
31055002400,31121966600,1
31055002400,31127968100,1
31055002400,31131966700,1
31055002400,31135959300,1
31055002400,31141965302,1
31055002400,31141965400,2
31055002400,31141965600,2
31055002400,31141965700,1
31055002400,31147968600,1
